wavelength_nm,reflectance
873,0.39676902122509955
874,0.39612990856081537
875,0.39547242446993186
876,0.39481465513132435
877,0.3941729561531332
878,0.3935523039462708
879,0.392944057007522
880,0.3923315275676502
881,0.39170852958131175
882,0.39107794450001926
883,0.39044640600657843
884,0.38980820445127473
885,0.3891470563997984
886,0.3884459654627684
887,0.38770353939215935
888,0.38693493425554704
889,0.3861626363939215
890,0.3854001990790715
891,0.3846454334899232
892,0.38388609463492807
893,0.3831168516985499
894,0.38234821433415356
895,0.3816045451737037
896,0.38090313108582596
897,0.38023932102659885
898,0.3795930910609646
899,0.3789455517840364
900,0.37829081450387275
901,0.3776378249891048
902,0.37699779882675294
903,0.376367195913174
904,0.3757351636782405
905,0.3750813392338266
906,0.37439770554765556
907,0.37369206295881396
908,0.3729793131029532
909,0.37227106985054703
910,0.37156897306047754
911,0.37087030772240553
912,0.3701749009482163
913,0.36949280236978294
914,0.3688250707963375
915,0.3681658183282083
916,0.36749168674424887
917,0.3667764661684369
918,0.3660067605649045
919,0.36518000307226
920,0.3643033321014334
921,0.36337732179162036
922,0.36238826545747194
923,0.3613158750929708
924,0.360152839126112
925,0.3589131077168456
926,0.35763076340474764
927,0.35633715455479215
928,0.355032717336544
929,0.35369841702518673
930,0.352315529216398
931,0.3508805950498832
932,0.3494213136421934
933,0.34796953565979655
934,0.34654213166436787
935,0.345124831390486
936,0.3436827216703954
937,0.34217991586107865
938,0.3406131302993406
939,0.33899008570998496
940,0.33731603706580165
941,0.3355721383827798
942,0.333714878536369
943,0.331705464399735
944,0.32952384406571394
945,0.32717872165675427
946,0.3246917442237678
947,0.32207607322380066
948,0.3193286862406521
949,0.3164496320779601
950,0.31345540822132906
951,0.31039465552550144
952,0.3073294701278505
953,0.3043103668271982
954,0.3013716253086573
955,0.2985285094132686
956,0.2957986091020041
957,0.29322472621829615
958,0.2908558741381206
959,0.2887354652538697
960,0.286878155432677
961,0.28526738178749184
962,0.28387546067100106
963,0.28267716103604934
964,0.2816644623136901
965,0.2808343059283535
966,0.28017773988049643
967,0.27966348468111574
968,0.2792563819382685
969,0.2789302833835
970,0.27866940292632986
971,0.27847226002827524
972,0.2783366560309179
973,0.27826254670358436
974,0.27824177292111885
975,0.27826989789041223
976,0.2783428343441183
977,0.2784561684590636
978,0.2786019707475812
979,0.27877219399929254
980,0.27897154956660886
981,0.2792099262735482
982,0.27949839633884127
983,0.27983973651375416
984,0.28022066419269
985,0.2806328568528201
986,0.28108124898963016
987,0.2815847045091953
988,0.2821619248792022
989,0.2828016878183349
990,0.2834702343109948
991,0.28413332803926145
992,0.28477779514804946
993,0.2854246670998181
994,0.28611518951758647
995,0.2868621274251415
996,0.28764795008346994
997,0.2884415727241662
998,0.28921781709378264
999,0.29000625314853384
1000,0.2908438139427216
1001,0.2917543019742633
1002,0.29273569854943254
1003,0.2937435659209265
1004,0.2947349878899009
1005,0.29569327497213244
1006,0.2966303485185539
1007,0.29755934799956196
1008,0.2984988427858897
1009,0.29943749849433776
1010,0.3003778166497837
1011,0.30133072952289724
1012,0.3023046801860264
1013,0.3033168041076011
1014,0.30436465009109426
1015,0.30544790983696474
1016,0.30656280475987
1017,0.30771722872644486
1018,0.30890472792121426
1019,0.31010026451296074
1020,0.3112606556209218
1021,0.31235061469716846
1022,0.3133729536726668
1023,0.314358047027815
1024,0.31535537846678285
1025,0.3163876967266938
1026,0.31745025359416335
1027,0.31851647669042277
1028,0.3195709954363726
1029,0.32063892169500213
1030,0.32175854543991095
1031,0.32295235070127504
1032,0.32417757769706207
1033,0.3253624745023789
1034,0.326446897863609
1035,0.3274243438233272
1036,0.3283539811472466
1037,0.3293069078954942
1038,0.3303031546222732
1039,0.3313298451870855
1040,0.33232245058542403
1041,0.33322480709907204
1042,0.33408723317018363
1043,0.33498516267812023
1044,0.3359623719938611
1045,0.33699614749423784
1046,0.3379823722197909
1047,0.338837916690803
1048,0.3396080661847478
1049,0.34029880160477555
1050,0.34099769723467244
1051,0.34181305811076296
1052,0.34268139884633175
1053,0.34349418581174984
1054,0.3442060989183926
1055,0.34484538841101176
1056,0.34543364323172177
1057,0.3460588259589759
1058,0.34662798856469673
1059,0.34712708629760985
1060,0.34747935042087363
1061,0.34751166077275614
1062,0.3476126093444527
1063,0.3479106354140214
1064,0.34841643820590645
1065,0.34898685581574496
1066,0.3495834139259521
1067,0.3499072444546071
1068,0.3499201214965822
1069,0.34976262919879203
1070,0.34970917807979385
